timestamp,source,repo,branch,commit,pr,run_id,suite,device_id,device_label,device_soc,device_tier,device_api,model_name,model_runtime,model_backend,case,passed,expected_tool,actual_tool,expected_result_mode,actual_result_mode,chip_present,skill_result_present,message_saved,retry_seen,slot_fill_seen,failure_category,failures
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,set_an_alarm_for_11pm,False,set_alarm,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'set_alarm', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,wake_me_up_at_1130,False,set_alarm,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'set_alarm', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,set_an_alarm_for_tomorrow_at_9am,False,set_alarm,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'set_alarm', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,alarm_1130pm,False,set_alarm,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'set_alarm', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,can_you_wake_me_at_1130,False,set_alarm,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'set_alarm', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,i_need_an_alarm_for_11_tonight,False,set_alarm,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'set_alarm', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,remind_me_to_call_the_dentist_monday,False,add_reminder,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'add_reminder', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,remind_me_at_9am_monday_to_call_the_dentist,False,add_reminder,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'add_reminder', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,remind_me_to_pick_up_dry_cleaning_tomorrow_evening,False,add_reminder,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'add_reminder', got None"
2026-06-10T13:50:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-50-56Z-s23-ultra,skills,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,cancel_my_11pm_alarm,False,cancel_alarm,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"intent: expected 'cancel_alarm', got None"
